geographic_area,city,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
AL,Gainesville town,14444,40.9,76.7,16.3,82.2,0,0,0
AL,Gallant CDP,45859,3.9,83.7,96.7,0.2,0.6,0,1.6
AL,Gantt town,47000,8.3,85.6,77,23,0,0,0
AL,Garden City town,31591,19.3,79.8,98.2,0.2,0.4,0,0.4
AL,Gardendale city,56132,7.8,92.2,88.4,8.6,0.3,1.2,1.5
AL,Gaylesville town,26818,19.3,78.4,96.5,0,0,0,3.5
AL,Geiger town,45125,19.5,71.3,26.5,73.5,0,0,2.9
AL,Geneva city,29912,30.3,78.1,83.2,14,0.4,0.4,1.8
AL,Georgiana town,19969,35.5,71.1,33.1,65.4,0.3,0.1,0.3
AL,Geraldine town,42292,13.8,84.2,93.5,0.3,3.7,0,2
AL,Gilbertown town,33750,21.5,83.8,77.2,21.9,0,0.5,0
AL,Glen Allen town,24531,21.4,76.5,89.4,9.4,0.2,0.2,0.2
AL,Glencoe city,46691,11.1,86.6,96.5,1.3,0.3,0.5,0.8
AL,Glenwood town,36000,13.6,84.8,70.1,29.9,0,0,0
AL,Goldville town,46250,9.3,86.7,100,0,0,0,5.5
AL,Good Hope town,47754,15.2,86.5,92.7,0.3,0.4,0.5,7.7
AL,Goodwater town,23809,32.2,71.6,24.3,73.7,0.7,0,0.7
AL,Gordo town,30781,26.3,80.4,58.9,37.8,0.2,0.2,1.5
AL,Gordon town,22250,26.9,66.8,21.4,76.5,0.3,0,1.5
AL,Gordonville town,18224,39.2,76.1,5.2,94.8,0,0,0
AL,Goshen town,40132,31.9,71.2,76.7,22.6,0.4,0,0
AL,Graham CDP,41914,4.5,74,83.9,16.1,0,0,0
AL,Grand Bay CDP,48767,6.4,84.6,86.9,9.4,0.6,0.7,2.3
AL,Grant town,55000,7.2,89.2,98.1,0,0,0.4,1.3
AL,Grayson Valley CDP,46250,8.9,90.4,70.6,25.8,0.3,0.9,2.2
AL,Graysville city,41282,17.4,79.8,73.9,23.6,0.4,0.2,1.7
AL,Greensboro city,21797,39.3,75,32,66.5,0.2,0.8,0.5
AL,Greenville city,29741,25.8,78.4,41.7,55.5,0,1.8,1.3
AL,Grimes town,31579,19.1,84.5,55.9,36.7,0,0,2.9
AL,Grove Hill town,31786,26.1,85.8,56.6,41.3,0.3,0.3,2
AL,Guin city,23000,37.5,75.4,86.9,10.9,0,0.1,1.3
AL,Gulfcrest CDP,68462,0,87.2,88.2,3.1,5.6,0,1.2
AL,Gulf Shores city,47662,16.6,92.9,93.4,1.5,0.5,0.9,4
AL,Guntersville city,39756,16.2,83.1,85.8,7.8,0.5,1.5,3.8
AL,Gurley town,32500,30.8,74.5,76.3,17.1,1.7,1.2,3.5
AL,Gu-Win town,39000,12,87.2,85.8,5.1,4,0,4
AL,Hackleburg town,28819,25.7,76.5,97.7,0.1,0.2,0,1.3
AL,Hackneyville CDP,60474,17.8,95.1,97.7,0.9,0.3,1.2,0.3
AL,Haleburg town,54167,8.3,80,94.2,4.9,0,0,0
AL,Haleyville city,24291,26.8,70.7,92.1,0.7,1,0.5,6
AL,Hamilton city,33053,18.5,82.7,89.3,7.7,0.4,0.2,3.1
AL,Hammondville town,43281,8,74.5,90,0.8,0.2,0.6,6.8
AL,Hanceville city,29231,25.8,77.7,92.4,3.6,0.2,0.7,2.4
AL,Harpersville town,35972,18.8,80.7,73.1,23.5,0.3,0.7,2.6
AL,Hartford city,22094,36.7,70.6,77.9,17.9,0.6,0.1,3.1
AL,Hartselle city,53878,6.9,91.9,91.5,4.3,0.8,0.4,2.5
AL,Harvest CDP,63708,5.5,90.6,62.2,31.7,0.5,1.2,3.1
AL,Hatton CDP,(X),0,83.2,89.7,0,7.3,0,0
AL,Hayden town,50795,7.9,83.4,87.6,8.8,0.7,0.2,0
AL,Hayneville town,18802,44.4,72.1,15,84.5,0,0,0.1
AL,Hazel Green CDP,41938,14.9,88.2,88.9,5.9,1.5,0.4,2.3
AL,Headland city,51822,13.1,88.1,70.1,27.5,0.4,0.3,1.4
AL,Heath town,38333,32.5,80.3,88.6,10.6,0,0,1.2
AL,Heflin city,25823,22.6,74.3,87.3,9.4,0.5,0.1,2.4
AL,Helena city,84615,2.1,97.7,82.5,13.1,0.2,1.5,3.3
AL,Henagar city,30757,19.4,71.7,96.2,0,1.8,0,1.4
AL,Highland Lake town,51250,9.2,94.3,98.8,0,1,0.2,0.7
AL,Highland Lakes CDP,124291,2,97.6,87.6,7.6,0.2,2.3,1.6
AL,Hillsboro town,34712,17.6,74.6,14.1,80.1,1.8,0.2,1.6
AL,Hissop CDP,25032,23.2,73.8,25.1,74.3,0,0.2,2
AL,Hobson CDP,(X),0,63.6,99.2,0,0,0,0
AL,Hobson City town,25563,41.3,77.3,12.6,85.9,0,0.4,1.3
AL,Hodges town,29583,26.9,69.3,98.6,0,1.4,0,1
AL,Hokes Bluff city,46042,13.7,89.2,98.5,0.3,0.1,0.4,0.2
AL,Hollins CDP,(X),24.4,68.2,89.4,7.7,0.6,0,0.7
AL,Hollis Crossroads CDP,34408,29,71.4,86,5.4,0.3,0,8.4
AL,Holly Pond town,44750,19,90.4,98.5,0.3,0.4,0,1.4
AL,Hollywood town,29306,20.3,71.3,75.8,14.8,1.7,0.3,4.9
AL,Holt CDP,30446,46.4,75,39.4,55.2,0.4,0.2,7.2
AL,Holtville CDP,52713,11.1,85.6,90.4,7.4,0.5,0.2,1.3
AL,Homewood city,61626,12.7,93.5,74.6,17.3,0.2,2.2,7.3
AL,Hoover city,77146,6,95.2,75.1,14.8,0.2,5.1,6
AL,Horn Hill town,34464,10.2,66.3,91.7,1.3,3.9,0,3.1
AL,Hueytown city,42172,14.3,86.5,70,27.2,0.3,0.5,2
AL,Huguley CDP,42063,16.3,79.3,73,25,0.6,0.2,1.2
AL,Huntsville city,48775,18.2,90.2,60.3,31.2,0.6,2.4,5.8
AL,Hurtsboro town,19732,46,75.3,29.1,69.6,0.5,0,2.2
AL,Hytop town,38542,14.7,70.6,91.5,0.3,4.5,0,3.4
AL,Ider town,32692,15.4,80.5,93.2,0.6,4,0,0.1
AL,Indian Springs Village city,96346,4.4,97.2,95.7,1.5,0.2,1.9,0.9
AL,Irondale city,47351,20.5,87.4,56.3,35.4,0.3,1.4,7.8
AL,Ivalee CDP,50737,0,77,96.1,1.6,0.5,0,1.4
AL,Jackson city,31232,24.7,85.8,54.9,42.9,0.7,0.4,1.4
AL,Jacksons' Gap town,36719,26.1,67.1,68.2,28.9,0.5,0.5,1.9
AL,Jacksonville city,38903,31.2,89,68.7,26.8,0.5,1.3,2.3
AL,Jasper city,39695,22.3,85.3,81.3,13.4,0.3,0.7,4.4
AL,Jemison city,38500,24.9,77.8,77.8,17.7,0.1,0.1,7
AL,Joppa CDP,23672,0,67.3,81.4,0.2,0.8,0,17.2
AL,Kansas town,38542,25.3,66.4,100,0,0,0,0
AL,Kellyton town,29688,29.8,71.3,68.2,19.8,0,0,11.5
AL,Kennedy town,35054,10.9,82.6,83.4,14.3,0,0.2,0.9
AL,Killen town,55313,17.7,87.1,94,3.2,0.3,0.5,2.4
AL,Kimberly city,76771,6.3,89.4,NA,NA,NA,NA,NA
AL,Kinsey town,37109,16.2,75.9,49.9,46,0.3,0.1,4
AL,Kinston town,23571,30.2,69.5,95.6,0.2,2,0.6,0.9
AL,Ladonia CDP,32713,26,84.4,86.5,9.8,0.7,0.3,2.7
AL,La Fayette city,25666,24.8,69.7,29.3,68.8,0.1,0.4,1.9
AL,Lakeview town,46250,13.5,92.3,86.7,0,3.5,0,0
AL,Lake View town,88594,2.2,95.7,93.9,4.2,0.1,0.7,0.6
AL,Lanett city,25220,29.8,77.2,39.3,57.5,0.2,0.1,2.4
AL,Langston town,31875,24.6,85.1,94.4,1.1,0,0,0
AL,Leeds city,52689,15.4,87.2,78.7,14.3,0.4,0.6,6.6
AL,Leesburg town,41397,18,80.5,96.5,1.1,0,0,1.3
AL,Leighton town,22500,25.6,71.9,43.3,53.2,0.3,0.1,0.5
AL,Leroy CDP,47365,6.7,99.3,78.6,20.1,0.2,0,0.2
AL,Lester town,(X),16.1,89,99.1,0,0,0,0.9
AL,Level Plains town,65769,11.1,91.3,75.3,12.4,0.5,1.5,11
AL,Lexington town,35521,21.3,87.1,98.4,0,0.5,0.1,0.8
AL,Libertyville town,44286,4.8,77.3,88.9,0.9,1.7,0,4.3
AL,Lillian CDP,51776,11.6,96.6,NA,NA,NA,NA,NA
AL,Lincoln city,55605,12.7,87.5,73.3,23.4,0.5,0.4,1.9
AL,Linden city,29722,25.1,87.1,51.1,46.7,0.1,0.2,2
AL,Lineville city,31472,12.9,77.8,58.6,36.9,0.3,0.2,4.6
AL,Lipscomb city,26163,30.6,71,22,61,1.1,0,19.7
AL,Lisman town,28750,44.9,67.2,6.7,92.2,0,0,0.2
AL,Littleville town,49107,7.7,81.8,96.5,0.7,0.7,0.6,1.8
AL,Livingston city,14426,55.2,86,34.6,63.9,0.1,0.3,0.7
AL,Loachapoka town,34688,31.8,89.5,58.9,37.2,0,2.8,1.1
AL,Lockhart town,36250,14.9,82.2,72.7,25.2,0.2,0,1.4
AL,Locust Fork town,57143,14.2,81.9,97,0.6,0.8,0,2.4
AL,Lookout Mountain CDP,51058,14.9,82.3,95.9,2.3,0.4,0,1.2
AL,Louisville town,34286,11.8,65.7,49.3,44.1,0.8,0,7.9
AL,Lowndesboro town,39375,3.4,90.2,76.5,20.9,0,0,0.9
AL,Loxley town,48000,20,85.3,84.4,9.4,0.7,0.6,5.1
AL,Luverne city,29844,20.3,77.9,62.6,29.6,0.3,5.5,1.9
AL,Lynn town,33452,27.9,74.8,98,0,0.3,0,0.9
AL,McDonald Chapel CDP,15588,62.6,60.3,55.8,39.3,0,0.6,2.8
AL,Macedonia CDP,(X),4.2,81.4,8.9,91.1,0,0,0
AL,McIntosh town,48625,13.7,95.8,37,55.5,4.2,0.4,2.9
AL,McKenzie town,31500,22.5,75.5,67.7,29.8,0.4,0,0.4
AL,McMullen town,(X),40,40,10,60,0,0,30
AL,Madison city,92960,6.7,95.7,74,14.6,0.5,7,4.3
AL,Madrid town,38750,14.9,70.6,88.9,8.6,0.6,0.9,3.1
AL,Magnolia Springs town,47614,5.3,89.1,96.3,0.1,0.6,0.4,2.8
AL,Malcolm CDP,(X),63.7,90.1,40.1,57.2,0.5,0.5,0
AL,Malvern town,37000,19.8,74,91.2,4.8,0.7,0.1,4.8
AL,Maplesville town,32788,29.1,77.3,68.9,28.5,0.1,0,1.1
AL,Marbury CDP,37672,9.9,83.8,92.2,3.8,0.1,0,3.8
AL,Margaret town,64789,10.1,92.5,77.3,19.3,0.3,0.8,1.6
AL,Marion city,31029,33,81.4,34.3,64.1,0.2,0.6,1.9
AL,Maytown town,43750,9.2,88.4,89.4,9.6,0.3,0,0
AL,Meadowbrook CDP,92193,6.5,94,92.8,3.9,0.1,2.1,1.6
AL,Megargel CDP,-,46.9,53.1,91.9,3.2,3.2,0,0
AL,Memphis town,(X),60.5,29.4,0,100,0,0,0
AL,Mentone town,38750,10.9,87.5,92.2,1.9,1.4,0,0.6
AL,Meridianville CDP,68368,15.4,86.6,76.3,18.5,0.7,1.7,2.7
AL,Midfield city,39678,20.1,90.2,16.4,81.6,0.1,0.2,1.4
AL,Midland City town,27163,31.5,79.3,70.4,23.3,0.5,0.4,4.1
AL,Midway town,24514,43.1,58.3,10.6,89,0,0,0.6
AL,Mignon CDP,32452,26,75.2,64.9,27.1,0.1,0.5,6.9
AL,Millbrook city,58330,11.6,91.3,74.2,21.6,0.4,0.8,2.8
AL,Millerville CDP,24861,8.8,70.7,91.7,7.6,0,0.7,0
AL,Millport town,32443,22.4,79.6,64.7,33.7,0.1,0,1
AL,Millry town,37813,26,86.1,60.4,37.9,0.5,0.2,0.4
AL,Minor CDP,45000,10.8,88.9,77.6,20.9,0.3,0,1.5
AL,Mobile city,38776,23.3,86.9,45,50.6,0.3,1.8,2.4
AL,Monroeville city,30678,36.7,82.3,42.1,55.7,0.3,0.3,0.8
AL,Montevallo city,34760,25.5,86.6,70.2,24.6,0.3,0.6,5.7
AL,Montgomery city,42927,24.1,85.5,37.3,56.6,0.2,2.2,3.9
AL,Moody city,61049,9.9,87.9,88.2,7.8,0.3,1.4,2.1
AL,Moores Mill CDP,63911,11.1,91,70.9,22.6,1.1,1.5,2.4
AL,Mooresville town,99375,0,83.1,94.3,5.7,0,0,0
AL,Morris town,70043,5.8,84.9,97.7,1,0.1,0.3,1.1
AL,Morrison Crossroads CDP,21169,9.5,93.8,92.7,2.3,0,0.5,5.5
AL,Mosses town,15240,55.8,60.4,1.5,97.9,0,0,1.8
AL,Moulton city,28843,24.3,79.2,78.2,13.1,4.1,0.4,1.6
AL,Moundville town,39719,18.7,77.3,56.2,40.4,0.7,0.7,1.8
AL,Mountain Brook city,126534,3,99.5,97.2,1,0.1,0.9,1
AL,Mount Olive CDP (Coosa County),(X),1.7,87.3,74.9,23.2,0.5,0,0.5
AL,Mount Olive CDP (Jefferson County),73345,11,92.5,97.7,1,0.2,0.3,0.5
AL,Mount Vernon town,40750,31.3,80.8,23.4,73.6,1.7,0.1,0.7
AL,Movico CDP,(X),12.9,81.9,2.6,96.7,0.3,0,0
AL,Mulga town,34886,30.5,72,81,16.9,0.1,0,0.6
AL,Munford town,34034,18.8,87.3,82.4,15.6,0.5,0,1
AL,Muscle Shoals city,48896,10.7,88.7,80.6,15.3,0.3,0.9,2.7
AL,Myrtlewood town,35000,7,72.5,85.4,13.8,0,0,3.1
AL,Nanafalia CDP,(X),29.7,94,57.4,40.4,0,0,0
AL,Nances Creek CDP,51196,0,79.1,98.8,0,0.5,0,0.7
AL,Napier Field town,32000,21.7,80.2,79.7,16.1,1.7,1.7,2
AL,Natural Bridge town,(X),2.3,65.7,100,0,0,0,0
AL,Nauvoo town,27000,26.2,67.2,99.1,0,0,0.5,2.7
AL,Nectar town,35313,18.3,78.3,95.7,2,0.6,0.6,4.6
AL,Needham town,56458,1.9,83.7,98.9,0,1.1,0,0
AL,Newbern town,18750,35,74.6,31.7,67.2,0,0,2.2
AL,New Brockton town,41066,20.9,79.8,70.1,21,5.5,0.5,2.5
AL,New Hope city,44224,14.8,84.3,93.7,0.2,2.5,0.3,1.4
AL,New Market CDP,59653,0,86.9,88.5,6.7,1.4,0.2,4.4
AL,New Site town,42143,9.6,82.1,85.8,12.5,0.4,0,0.8
AL,Newton town,41198,17.7,82.3,83.6,13,0.7,0.5,1.5
AL,New Union CDP,36429,27.9,84,95,0.2,0.3,0,4.2
AL,Newville town,31172,21,73,53.4,40.1,0,0,8.3
AL,North Courtland town,24097,22.4,71.3,2.4,96.7,0,0,0
AL,North Johns town,39750,11.7,75.6,49.7,46.2,4.1,0,0
AL,Northport city,53650,13.7,90.2,68.4,26.9,0.3,1.1,4.1
AL,Notasulga town,37273,29.5,80.7,65,33.3,0.1,0.1,0.8
AL,Oak Grove town,40972,13.1,73,91.3,7,0,0.8,1.1
AL,Oak Hill town,(X),72.7,27.3,30.8,69.2,0,0,0
AL,Oakman town,40469,21.4,72.2,80.9,18.4,0.1,0,0.1
AL,Odenville town,51518,16.2,76.4,94.2,2.3,0.3,0.7,2.1
AL,Ohatchee town,51688,14.8,82,94.1,3.2,0.6,0,0.6
AL,Oneonta city,36852,12.8,73.9,84.1,6,0.5,0.5,15.9
AL,Onycha town,22917,23.4,60.5,95.7,0,0,0,0
AL,Opelika city,40489,23,83.7,50.6,43.5,0.3,1.7,4.4
AL,Opp city,34695,25.9,77.4,80.9,16.7,0.6,0.3,0.9
AL,Orange Beach city,57535,10.5,92.6,94.3,0.6,0.7,0.8,2.6
AL,Orrville town,16250,37.3,71.4,37.7,62.3,0,0,0
AL,Our Town CDP,38125,0,78.6,85.5,12.8,1.4,0,0.5
AL,Owens Cross Roads town,51750,9.5,86.7,91.5,3.6,1,0.3,2.2
AL,Oxford city,51375,11.7,83.5,80.5,12.6,0.4,1.1,6.6
AL,Ozark city,37813,23.1,82.5,64.8,30.2,0.7,0.9,3.2
AL,Paint Rock town,23036,35.6,77.5,92.4,1,1.9,0,0
AL,Panola CDP,(X),40.6,38.1,2.1,97.9,0,0,0
AL,Parrish town,29335,15.8,75.3,70.6,26,0.5,0.5,0.5
AL,Pelham city,67907,4.6,92.2,81.2,7.5,0.3,2.4,14.9
AL,Pell City city,41944,20.8,86.5,80.8,15.6,0.3,0.8,2.3
AL,Pennington town,(X),34.9,69.9,50.2,49.8,0,0,0
AL,Penton CDP,30417,30.9,51.2,69.7,24.9,0,0,4.5
AL,Perdido CDP,24286,39.5,78.5,NA,NA,NA,NA,NA
AL,Perdido Beach town,47222,17.7,86.3,96.2,0.2,0.2,0.2,2.1
AL,Peterman CDP,28009,14.2,97.2,86.5,9,1.1,0,0
AL,Petrey town,38750,0,86.5,91.4,8.6,0,0,0
AL,Phenix City city,36698,21,84.8,48.7,46.6,0.3,0.7,4
AL,Phil Campbell town,25852,34.4,78.5,95.2,0.2,0.4,0,4
AL,Pickensville town,31607,22.4,70,36.2,63.5,0.3,0,0
AL,Piedmont city,28884,25.6,76.8,87,10,0.5,0.1,1.3
AL,Pike Road town,97500,2.3,95.8,68.5,28.7,0.1,1.4,1.3
AL,Pinckard town,31042,13,88.6,83.8,12.7,0.6,0.5,1.7
AL,Pine Apple town,46250,21,81.5,73.5,24.2,0.8,0.8,0
AL,Pine Hill town,30682,48.5,89.1,45.8,53.2,0.4,0.1,0.7
AL,Pine Level CDP,56125,9.6,90.5,92,4.6,0.2,0.5,1.7
AL,Pine Ridge town,24286,44.7,54.6,87.2,1.8,0,0,20.9
AL,Pinson city,59909,5.8,93.2,79,17,0.2,0.4,3.7
AL,Pisgah town,26635,31.9,78.7,96.4,0.1,1.5,0.3,0.4
AL,Pleasant Grove city,63302,6.4,91.1,53.7,44.8,0.3,0.2,0.6
AL,Pleasant Groves town,46875,8.2,85,95.2,0,2.6,0,0.5
AL,Point Clear CDP,47200,12.1,89.1,58.8,39.6,0,0.6,0.9
AL,Pollard town,31607,24.2,82.3,59.1,27.7,0.7,0,21.2
AL,Powell town,30903,31.5,61.2,92.3,2.3,1.2,0,4.3
AL,Prattville city,55297,11.5,89.9,78.5,16.7,0.4,1.4,3.1
AL,Priceville town,84375,5.8,91,93.7,1.9,0.7,1,2.2
AL,Prichard city,23785,36.3,78.5,12.5,85.8,0.4,0.1,0.8
AL,Providence town,40208,10.8,90.5,81.2,13,0,0,3.1
AL,Putnam CDP,(X),30,72.8,23.3,72.5,2.6,0,0
AL,Ragland town,38571,17,73.9,82.8,15.4,0.1,0.1,0.3
AL,Rainbow City city,49338,17.7,92.5,87.4,7.2,0.4,2.6,2.4
AL,Rainsville city,39691,16.7,82.3,95.1,0.2,0.9,0.2,3.8
AL,Ranburne town,50909,5.8,86.5,99,0,0.2,0,0.2
AL,Ray CDP,45909,5.8,82.9,65.9,16.3,0.2,1.1,17.4
AL,Red Bay city,29076,29.9,77.1,92.5,1.2,0.3,0.1,5.1
AL,Redland CDP,75139,5.9,91.8,82.6,12.9,0.3,1.7,2.3
AL,Red Level town,38571,17.6,79.2,90.8,9,0,0,0.8
AL,Redstone Arsenal CDP,60893,9.8,94,69.1,20.8,1.2,1.7,10.7
AL,Reece City town,43261,13.7,85.6,93.4,2,1.1,0.9,0.8
AL,Reeltown CDP,74688,0,78.5,82.4,15.1,0.1,0.1,2.7
AL,Reform town,20136,39.9,79.4,50.6,48.2,0.1,0,0.9
AL,Rehobeth town,47108,9.5,84.9,95.9,1.5,0.8,0.2,2.5
AL,Repton town,23125,34.6,58,53.9,43.6,0,0,0.4
AL,Ridgeville town,20625,35.9,69.6,32.1,58.9,0,1.8,6.3
AL,River Falls town,28977,20.5,64.6,60.8,35,0.8,0,1.5
AL,Riverside town,61417,4.8,87,87.5,10.6,0.2,0.7,1.1
AL,Riverview town,37222,15.9,75.5,99.5,0,0,0,1.6
AL,Roanoke city,34956,20.3,77.2,57.6,40.5,0.2,0.6,1.2
AL,Robertsdale city,47364,10.6,79.9,85.3,5.4,0.8,0.5,9.2
AL,Rock Creek CDP,52227,8.1,85.2,97.5,0.8,0.7,0.1,0
AL,Rockford town,22778,38.1,68.4,62.5,37.5,0,0,1.3
AL,Rock Mills CDP,(X),36.7,70.4,97.3,1.5,0,0,1.8
AL,Rockville CDP,-,0,64.7,97.7,2.3,0,0,2.3
AL,Rogersville town,36346,28.7,81.9,91.2,6.1,1,0.6,1.7
AL,Rosa town,44808,11.4,81.3,95.6,0.3,0,0,4.4
AL,Russellville city,29859,34.4,68.9,68.5,9.2,0.8,0.3,26
AL,Rutledge town,39688,13.5,69.8,73.7,22.9,0,1.1,2.1
AL,St. Florian town,62500,5,91.7,97.1,2.4,0,0,0.2
AL,St. Stephens CDP,42500,25.9,88.2,63,36,0,0.4,0.6
AL,Saks CDP,42070,17.9,78.6,75.7,19.4,0.4,0.8,3.4
AL,Samson city,22556,39.6,65.7,73.3,17.9,1.1,0.4,8.3
AL,Sand Rock town,44375,5.9,80.8,97.5,0,0.7,0,2.9
AL,Sanford town,33333,17.5,73.1,97.1,0.4,0.4,0,1.2
AL,Saraland city,52621,11.2,85.4,83.7,12,0.8,0.6,2.5
AL,Sardis City town,51681,12.5,88.7,98.2,0.4,0.1,0.4,0.7
AL,Satsuma city,59311,10.3,91.8,88.7,7.9,1.2,0.6,1.1
AL,Scottsboro city,38007,16,81.8,89.8,4.6,0.8,0.8,3.5
AL,Section town,30278,25.9,76.6,95.5,0,1.6,0.6,0.9
AL,Selma city,22414,41.9,77.8,18,80.3,0.2,0.6,0.6
AL,Selmont-West Selmont CDP,23015,45.5,78.1,4.5,93.9,0.1,0,1.5
AL,Semmes city,46596,19.2,77.3,NA,NA,NA,NA,NA
AL,Sheffield city,34205,25,79.5,69.7,26.8,0.3,0.3,2.3
AL,Shelby CDP,45139,36.8,78.9,90.4,6.9,0.2,0.2,2.3
AL,Shiloh town,36250,13.7,75.6,95.3,1.5,2.9,0,0.7
AL,Shoal Creek CDP,114018,2.6,99.6,92.4,4.8,0.1,2.2,1.4
AL,Shorter town,38409,12.9,68.4,18.8,79.5,0,0.6,1.1
AL,Silas town,27875,49,66,71,29,0,0,0
AL,Silverhill town,40921,7.5,89.3,94.3,1.7,0.1,0.3,5.7
AL,Sims Chapel CDP,86071,8.6,100,71.2,0,24.8,0.7,2
AL,Sipsey town,27393,15.2,83.2,64.1,33.2,0,0.5,0.9
AL,Skyline town,38810,19.4,75.4,95.3,0,2.1,0,2.1
AL,Slocomb city,35512,17.7,75.5,72.2,22.6,0.8,0.1,4.7
AL,Smiths Station city,46354,13.5,80.3,80.3,15.9,0.7,0.5,2.8
AL,Smoke Rise CDP,86310,5,92.7,98,0.5,0.5,0.1,0.7
AL,Snead town,35000,11,80.3,96.8,0.1,0.5,0.1,1.8
AL,Somerville town,40417,18.7,78.4,94.1,3.3,1.1,0,0.1
AL,Southside city,65946,4.7,90.3,96.5,1.5,0.2,0.7,1.3
AL,South Vinemont town,26141,32.8,79.1,83.2,0.1,1.2,2,23.6
AL,Spanish Fort city,72747,7.8,95.8,91,4.8,0.6,1.4,2.4
AL,Spring Garden CDP,(X),20.7,100,96.2,2.1,0,0,0
AL,Springville city,73906,9.3,91.1,93.6,4.7,0.3,0.4,0.7
AL,Spruce Pine CDP,-,0,76.6,97.3,0,0,0,5.9
AL,Standing Rock CDP,49583,0,61.4,98.2,0.6,0,0,1.2
AL,Stapleton CDP,53083,7,84.1,NA,NA,NA,NA,NA
AL,Steele town,31063,17.5,78.7,94.6,0.4,0.4,0,5.1
AL,Sterrett CDP,31410,8.5,64.1,94.7,3.9,0,0,0.7
AL,Stevenson city,38053,24.5,81.6,73.8,17.4,1.1,0.4,3.9
AL,Stewartville CDP,43333,17.5,73.7,95,3.5,0.7,0,0.4
AL,Stockton CDP,65000,1.4,91.3,NA,NA,NA,NA,NA
AL,Sulligent city,30050,26.4,74,78.3,19.3,0.1,0,0.8
AL,Sumiton city,42321,17.6,85.1,93.2,4,0.4,0.2,0.8
AL,Summerdale town,39803,11.2,85.3,86.4,5.8,1.4,0.1,5.1
AL,Susan Moore town,40417,20.6,75,89.5,0,0.5,0.4,9.6
AL,Sweet Water town,79375,1.6,92.5,91.1,7.8,0,0,1.2
AL,Sylacauga city,33407,29.8,82.5,66.6,30.2,0.4,0.5,2.3
AL,Sylvania town,46964,17.9,83.6,86.7,0.2,0.8,0.2,11.2
AL,Sylvan Springs town,56630,5.3,86.9,97.3,1.4,0.5,0,0.5
AL,Talladega city,29482,27.2,73.9,47.7,48.7,0.3,0.5,3.4
AL,Talladega Springs town,50833,12.5,80.1,89.8,7.8,0,0,0
AL,Tallassee city,38275,17.1,88.9,72.4,23.4,0.4,0.6,3
AL,Tarrant city,25653,31.8,78.6,39,52.3,0.8,0.3,9
AL,Taylor town,43116,19.6,83.6,87.5,7.2,0.8,0.1,5.2
AL,Theodore CDP,44284,12.2,85.4,79.7,13.3,1.1,2.4,3.2
AL,Thomaston town,48523,18.3,89.3,44.1,53.2,1.4,0.5,0.2
AL,Thomasville city,36146,13.3,82.4,46.8,51.3,0.2,0.7,1.3
AL,Thorsby town,45478,19.2,80.7,89.7,5.7,0.1,0.6,5.7
AL,Tibbie CDP,-,70.8,100,87.8,0,7.3,0,4.9
AL,Tidmore Bend CDP,48466,12.1,80.6,93.4,4.2,0.7,0.2,1
AL,Tillmans Corner CDP,48290,17.7,82.1,82.2,11.4,0.6,2.1,3.8
AL,Town Creek town,28382,29.6,83.2,52.4,36,2.1,0.1,6.5
AL,Toxey town,23542,33.5,85.6,68.6,31.4,0,0,1.5
AL,Trafford town,28889,29.1,80.8,92.7,6.2,0.2,0,0.9
AL,Triana town,41875,27.1,81.4,21.4,74.4,0.4,0,3.8
AL,Trinity town,73625,10,93.7,88.6,6.7,1.1,0.2,3.3
AL,Troy city,31707,31.1,83.7,55,39,0.4,3.4,2
AL,Trussville city,82108,4.7,96.3,90.3,6.6,0.2,1.6,1.3
AL,Tuscaloosa city,39351,25.1,87.3,53.8,41.5,0.2,1.8,3
AL,Tuscumbia city,41176,15.3,86.2,75.9,21.2,0.4,0.3,1.4
AL,Tuskegee city,26896,27.6,83.6,1.9,95.8,0.1,0.5,1.3
AL,Twin town,41705,16.5,77.6,98,0,0,0,2.8
AL,Underwood-Petersville CDP,39874,12.9,77.1,91.3,6.2,0.2,0.6,1
AL,Union town,26875,22.7,76.2,3.4,95.4,0.8,0,0.4
AL,Union Grove town,40313,6.2,91.7,93.5,0,0,0,6.5
AL,Union Springs city,30032,26.8,57.1,12.9,71.8,0.2,0.4,17
AL,Uniontown town,14967,48.4,66.1,9.1,90.6,0,0,0.5
AL,Uriah CDP,23421,14.7,83.8,70.1,20.7,4.1,0.3,2
AL,Valley city,39531,18.5,84.9,64,33,0.1,1.2,1.7
AL,Valley Grande city,55134,12.3,85.9,75.2,23,0.4,0.4,0.5
AL,Valley Head town,30391,23.2,75.7,91.9,1.8,0.9,0.2,3
AL,Vance town,64432,9,88,88.8,7.2,0.4,0.6,5.6
AL,Vandiver CDP,47171,12.3,75.9,97.9,0.7,0.2,0.1,1.4
AL,Vernon city,30292,31.1,81,79.4,18.1,0.3,0,1.7
AL,Vestavia Hills city,84854,4.3,97.3,90.4,3.8,0.2,3.8,2.5
AL,Vina town,22500,23.9,57.3,94.7,1.1,0.3,0.6,2.2
AL,Vincent town,42692,10.9,77.5,78.7,19.8,0.4,0.1,0.7
AL,Vinegar Bend CDP,77083,0,64.5,15.1,79.2,2.6,0.5,0
AL,Vredenburgh town,(X),39,73.5,6.7,92.9,0.3,0,1.3
AL,Wadley town,25294,34.7,73.9,57.9,36.2,0.1,0,4.4
